customer_id,true_segment,cluster,cluster_name,dominant_tier_of_cluster,recency_days,frequency,monetary,acceptance_rate,avg_price_ratio
35,SMB,3,Steady Mid-Value,SMB,2,40,5489.12,0.85,0.9624349999999999
36,Mid-Market,3,Steady Mid-Value,SMB,45,29,4796.17,0.9310344827586207,0.9638310344827586
37,Mid-Market,1,High-Value Core,Mid-Market,8,60,8677.49,0.8333333333333334,1.00345
38,SMB,0,Low-Engagement / Occasional,Occasional,40,5,492.96,1.0,0.9588599999999999
39,Mid-Market,3,Steady Mid-Value,SMB,88,29,4500.57,0.9655172413793104,0.9804655172413793
40,SMB,3,Steady Mid-Value,SMB,31,24,4152.39,0.9583333333333334,0.9759416666666666
41,SMB,3,Steady Mid-Value,SMB,104,28,3575.21,0.9285714285714286,0.9630607142857143
42,Occasional,0,Low-Engagement / Occasional,Occasional,249,16,2418.31,0.9375,0.961175
43,SMB,3,Steady Mid-Value,SMB,60,44,6901.08,0.9090909090909091,0.9426818181818182
44,Mid-Market,1,High-Value Core,Mid-Market,8,45,8617.57,0.9111111111111111,0.9814133333333334
45,Occasional,0,Low-Engagement / Occasional,Occasional,106,12,1227.3,1.0,0.9227249999999999
46,SMB,3,Steady Mid-Value,SMB,62,19,3747.9700000000003,0.9473684210526315,0.9852105263157895
47,Mid-Market,1,High-Value Core,Mid-Market,18,50,9505.74,0.88,0.983014
48,Mid-Market,1,High-Value Core,Mid-Market,1,74,15240.69,0.9054054054054054,1.001337837837838
49,SMB,3,Steady Mid-Value,SMB,18,20,3279.31,1.0,0.97715
50,Mid-Market,1,High-Value Core,Mid-Market,10,42,5672.46,0.8095238095238095,0.9847380952380953
51,Mid-Market,1,High-Value Core,Mid-Market,2,27,6444.54,0.9629629629629629,0.9823111111111111
52,Enterprise,1,High-Value Core,Mid-Market,6,95,22293.13,0.9368421052631579,1.029776842105263
53,SMB,3,Steady Mid-Value,SMB,99,23,3909.12,0.8695652173913043,0.9687478260869564
54,SMB,3,Steady Mid-Value,SMB,94,13,3222.1,1.0,0.9783692307692308
55,SMB,3,Steady Mid-Value,SMB,52,37,8142.45,0.972972972972973,0.9681027027027027
56,SMB,3,Steady Mid-Value,SMB,99,10,2003.71,1.0,1.0209300000000001
57,SMB,2,Price-Sensitive / At-Risk,Occasional,85,20,3853.7200000000003,0.75,0.9795400000000001
58,SMB,3,Steady Mid-Value,SMB,22,26,4940.87,0.8846153846153846,0.9630846153846153
59,Mid-Market,3,Steady Mid-Value,SMB,108,15,1939.99,0.9333333333333333,0.9826999999999999
60,Mid-Market,1,High-Value Core,Mid-Market,26,15,2579.9,0.8666666666666667,0.9572
61,SMB,3,Steady Mid-Value,SMB,14,27,3958.2799999999997,0.9259259259259259,0.9691037037037037
62,SMB,2,Price-Sensitive / At-Risk,Occasional,69,4,2174.85,0.75,0.994225
63,SMB,3,Steady Mid-Value,SMB,184,31,5572.72,0.9354838709677419,0.9889935483870967
64,SMB,3,Steady Mid-Value,SMB,11,38,7979.3099999999995,0.8947368421052632,0.9834026315789475
65,SMB,3,Steady Mid-Value,SMB,31,31,4893.1,0.9354838709677419,0.9830612903225807
66,SMB,3,Steady Mid-Value,SMB,128,23,4754.28,0.9130434782608695,0.9804608695652174
67,SMB,2,Price-Sensitive / At-Risk,Occasional,133,3,236.96999999999997,0.6666666666666666,0.9661333333333334
68,Mid-Market,1,High-Value Core,Mid-Market,14,34,5836.55,0.9117647058823529,0.9738264705882353
69,Enterprise,1,High-Value Core,Mid-Market,54,52,8820.83,1.0,1.0558942307692307
70,SMB,0,Low-Engagement / Occasional,Occasional,339,24,5457.56,1.0,0.9429333333333334
71,Mid-Market,1,High-Value Core,Mid-Market,4,44,5466.78,0.9318181818181818,1.0030909090909093
72,Mid-Market,1,High-Value Core,Mid-Market,46,43,7313.91,0.9302325581395349,1.0132883720930232
73,Occasional,3,Steady Mid-Value,SMB,5,11,1871.36,0.9090909090909091,0.9347181818181819
74,Mid-Market,1,High-Value Core,Mid-Market,33,64,11800.22,0.890625,0.985753125
75,Enterprise,1,High-Value Core,Mid-Market,4,107,20999.31,0.9813084112149533,1.03526261682243
76,Mid-Market,1,High-Value Core,Mid-Market,38,18,3113.12,1.0,1.0291055555555557
77,Mid-Market,1,High-Value Core,Mid-Market,4,30,5308.67,0.9,0.9802066666666666
78,SMB,0,Low-Engagement / Occasional,Occasional,546,18,3349.84,0.8888888888888888,0.9780444444444445
79,SMB,3,Steady Mid-Value,SMB,20,42,3590.06,0.8809523809523809,0.9561857142857142
80,SMB,0,Low-Engagement / Occasional,Occasional,162,9,1763.84,1.0,0.9589777777777778
81,SMB,3,Steady Mid-Value,SMB,34,21,3392.91,1.0,0.9706190476190476
82,Mid-Market,1,High-Value Core,Mid-Market,9,53,9659.45,0.9811320754716981,0.9909698113207547
83,SMB,3,Steady Mid-Value,SMB,5,17,3187.4900000000002,1.0,0.9446176470588235
84,Mid-Market,1,High-Value Core,Mid-Market,55,64,10830.6,0.90625,0.9908765625
85,Enterprise,1,High-Value Core,Mid-Market,6,63,13486.8,0.9682539682539683,1.0270619047619047
86,Mid-Market,1,High-Value Core,Mid-Market,1,22,3424.65,0.9545454545454546,0.9847045454545454
87,SMB,3,Steady Mid-Value,SMB,98,22,3023.6,0.9090909090909091,0.9629045454545455
88,SMB,3,Steady Mid-Value,SMB,215,42,7793.09,0.9285714285714286,0.9810880952380953
89,Mid-Market,3,Steady Mid-Value,SMB,130,57,14656.130000000001,0.9298245614035088,0.9825456140350877
90,SMB,3,Steady Mid-Value,SMB,62,47,7752.17,0.8936170212765957,0.9487148936170212
91,Mid-Market,3,Steady Mid-Value,SMB,102,38,6568.37,0.9210526315789473,0.9736578947368422
92,SMB,3,Steady Mid-Value,SMB,35,27,3533.02,0.8888888888888888,0.9836851851851852
93,SMB,3,Steady Mid-Value,SMB,172,40,9342.3,0.875,0.983255
94,Mid-Market,3,Steady Mid-Value,SMB,40,26,2967.19,0.8846153846153846,0.9860769230769232
95,Mid-Market,1,High-Value Core,Mid-Market,18,67,10547.41,0.9253731343283582,0.9807029850746268
96,SMB,3,Steady Mid-Value,SMB,24,35,6063.52,0.9142857142857143,0.9676657142857142
97,Mid-Market,1,High-Value Core,Mid-Market,12,11,848.35,0.8181818181818182,0.9950545454545455
98,Mid-Market,1,High-Value Core,Mid-Market,9,72,14913.71,0.8888888888888888,1.0076097222222222
99,Mid-Market,3,Steady Mid-Value,SMB,165,58,8282.710000000001,0.896551724137931,0.991301724137931
100,Occasional,0,Low-Engagement / Occasional,Occasional,39,11,1858.49,1.0,0.9665454545454545
101,Occasional,0,Low-Engagement / Occasional,Occasional,459,6,908.77,1.0,0.9366166666666667
102,SMB,2,Price-Sensitive / At-Risk,Occasional,28,27,5412.2,0.7777777777777778,0.9989814814814815
103,Mid-Market,3,Steady Mid-Value,SMB,39,9,2122.6800000000003,0.8888888888888888,0.9556444444444444
104,Occasional,0,Low-Engagement / Occasional,Occasional,257,15,2976.49,0.9333333333333333,0.9851066666666667
105,SMB,1,High-Value Core,Mid-Market,4,8,1241.58,1.0,0.9974375
106,SMB,3,Steady Mid-Value,SMB,83,29,5451.6900000000005,0.9655172413793104,0.957603448275862
107,SMB,3,Steady Mid-Value,SMB,16,41,7185.05,1.0,0.9842512195121952
108,Mid-Market,1,High-Value Core,Mid-Market,83,88,14585.18,0.9090909090909091,1.0009522727272726
109,Mid-Market,1,High-Value Core,Mid-Market,79,66,12290.710000000001,0.9393939393939394,0.9941181818181819
110,Occasional,0,Low-Engagement / Occasional,Occasional,415,9,2339.96,0.8888888888888888,0.9468777777777778
111,SMB,0,Low-Engagement / Occasional,Occasional,77,19,4158.98,1.0,0.9570210526315789
112,Mid-Market,3,Steady Mid-Value,SMB,68,28,3276.19,0.8928571428571429,0.9637392857142857
113,Mid-Market,3,Steady Mid-Value,SMB,60,58,10054.13,0.9137931034482759,0.972151724137931
114,SMB,3,Steady Mid-Value,SMB,21,14,2613.87,0.9285714285714286,0.9290571428571429
115,Mid-Market,1,High-Value Core,Mid-Market,31,66,10875.11,0.9242424242424242,0.9796363636363637
116,Occasional,0,Low-Engagement / Occasional,Occasional,243,15,4022.44,1.0,0.9460933333333333
117,SMB,3,Steady Mid-Value,SMB,184,43,7277.64,0.9302325581395349,0.9573813953488373
118,SMB,3,Steady Mid-Value,SMB,119,24,3614.2,0.9166666666666666,0.9584458333333333
119,SMB,0,Low-Engagement / Occasional,Occasional,101,7,1312.85,1.0,0.9764285714285714
120,SMB,2,Price-Sensitive / At-Risk,Occasional,24,28,4448.27,0.7857142857142857,0.9661071428571428
121,SMB,3,Steady Mid-Value,SMB,55,34,5616.47,0.9705882352941176,0.9493676470588236
122,SMB,3,Steady Mid-Value,SMB,20,5,1385.75,1.0,0.98776
123,Mid-Market,1,High-Value Core,Mid-Market,37,35,6257.73,0.9142857142857143,0.9935828571428571
124,Mid-Market,1,High-Value Core,Mid-Market,64,65,14222.07,0.9384615384615385,0.9868015384615384
125,Enterprise,1,High-Value Core,Mid-Market,12,30,7450.41,1.0,1.0662766666666665
126,SMB,3,Steady Mid-Value,SMB,12,40,5958.71,0.925,0.9588175
127,Mid-Market,1,High-Value Core,Mid-Market,7,73,12041.11,0.8767123287671232,0.9893794520547945
128,Mid-Market,1,High-Value Core,Mid-Market,33,59,9719.9,0.9661016949152542,0.9906135593220339
129,Mid-Market,3,Steady Mid-Value,SMB,69,25,5699.96,0.96,0.97012
130,SMB,3,Steady Mid-Value,SMB,15,29,4999.68,0.896551724137931,0.9847379310344828
131,Mid-Market,1,High-Value Core,Mid-Market,5,38,9043.3,0.9210526315789473,0.9744736842105264
132,Occasional,0,Low-Engagement / Occasional,Occasional,103,15,3186.28,0.9333333333333333,0.9670000000000001
133,SMB,1,High-Value Core,Mid-Market,9,18,4490.65,0.8888888888888888,0.9740555555555557
134,Mid-Market,1,High-Value Core,Mid-Market,7,70,10968.41,0.9,0.9876114285714286
135,SMB,3,Steady Mid-Value,SMB,19,31,7674.36,0.9032258064516129,0.9824451612903226
136,Enterprise,1,High-Value Core,Mid-Market,47,50,9769.6,0.98,1.052278
137,Occasional,0,Low-Engagement / Occasional,Occasional,343,17,1708.84,0.9411764705882353,0.9419235294117646
138,SMB,1,High-Value Core,Mid-Market,6,21,4955.28,1.0,1.0026238095238096
139,SMB,3,Steady Mid-Value,SMB,62,13,4446.7,1.0,0.994876923076923
140,Mid-Market,1,High-Value Core,Mid-Market,41,36,5161.5199999999995,0.9166666666666666,0.983536111111111
141,SMB,3,Steady Mid-Value,SMB,115,29,4673.349999999999,0.8620689655172413,0.9915103448275863
142,SMB,3,Steady Mid-Value,SMB,33,16,3073.71,0.9375,0.964675
143,Occasional,0,Low-Engagement / Occasional,Occasional,19,3,428.91999999999996,1.0,0.9075333333333333
144,SMB,3,Steady Mid-Value,SMB,280,23,3088.2,0.9130434782608695,0.9800608695652173
145,SMB,3,Steady Mid-Value,SMB,26,15,1554.93,1.0,0.99696
146,Mid-Market,1,High-Value Core,Mid-Market,5,15,4013.56,0.9333333333333333,1.00582
147,Mid-Market,1,High-Value Core,Mid-Market,48,19,3072.11,0.7894736842105263,1.017921052631579
148,SMB,0,Low-Engagement / Occasional,Occasional,135,8,888.21,1.0,0.9616
149,SMB,0,Low-Engagement / Occasional,Occasional,71,7,2068.7799999999997,1.0,0.9665428571428573
150,Enterprise,1,High-Value Core,Mid-Market,13,38,5127.57,0.8947368421052632,1.0175026315789475
151,SMB,3,Steady Mid-Value,SMB,73,21,4894.13,0.9523809523809523,0.9360666666666666
152,Occasional,2,Price-Sensitive / At-Risk,Occasional,347,6,428.15000000000003,0.6666666666666666,0.9630333333333333
153,Mid-Market,1,High-Value Core,Mid-Market,26,67,13222.93,0.8955223880597015,1.0000358208955222
154,SMB,3,Steady Mid-Value,SMB,20,23,6659.07,0.8695652173913043,0.9624086956521739
155,Mid-Market,1,High-Value Core,Mid-Market,79,10,5069.59,1.0,1.00694
156,SMB,1,High-Value Core,Mid-Market,2,42,7210.1900000000005,0.9523809523809523,0.9799166666666667
157,Mid-Market,1,High-Value Core,Mid-Market,48,23,4847.71,0.9565217391304348,0.9830391304347826
158,SMB,3,Steady Mid-Value,SMB,290,21,4267.65,1.0,0.974995238095238
159,SMB,3,Steady Mid-Value,SMB,26,29,4668.99,0.9310344827586207,0.9870551724137931
160,SMB,3,Steady Mid-Value,SMB,98,31,5208.53,0.8387096774193549,0.9841032258064516
161,Mid-Market,1,High-Value Core,Mid-Market,53,41,7199.41,0.926829268292683,1.0022146341463416
162,Occasional,0,Low-Engagement / Occasional,Occasional,56,10,1627.3,0.9,0.94825
163,Mid-Market,1,High-Value Core,Mid-Market,20,48,7929.74,0.9166666666666666,1.0089083333333333
164,Enterprise,1,High-Value Core,Mid-Market,46,118,19466.6,0.9322033898305084,1.04475593220339
165,SMB,2,Price-Sensitive / At-Risk,Occasional,83,27,2591.12,0.7407407407407407,0.9809148148148148
166,Mid-Market,3,Steady Mid-Value,SMB,54,69,12293.72,0.8695652173913043,0.9691188405797102
167,SMB,3,Steady Mid-Value,SMB,19,33,5840.37,0.9696969696969697,0.9688181818181818
168,SMB,3,Steady Mid-Value,SMB,58,12,2612.05,0.8333333333333334,0.9738666666666665
169,Mid-Market,1,High-Value Core,Mid-Market,3,88,16629.75,0.9431818181818182,0.985125
170,Occasional,2,Price-Sensitive / At-Risk,Occasional,91,8,945.89,0.75,0.982325
171,Mid-Market,3,Steady Mid-Value,SMB,34,70,12217.54,0.9285714285714286,0.9579257142857143
172,SMB,3,Steady Mid-Value,SMB,34,19,2633.28,0.8421052631578947,0.9871473684210527
173,Mid-Market,3,Steady Mid-Value,SMB,44,16,2584.36,0.8125,0.96331875
174,Occasional,0,Low-Engagement / Occasional,Occasional,402,5,1112.79,1.0,0.95504
175,Mid-Market,1,High-Value Core,Mid-Market,27,68,16401.91,0.9117647058823529,0.9777441176470587
176,Enterprise,1,High-Value Core,Mid-Market,4,69,13857.16,0.8985507246376812,1.038963768115942
177,SMB,0,Low-Engagement / Occasional,Occasional,268,21,3234.64,0.9047619047619048,0.9837238095238096
178,Occasional,2,Price-Sensitive / At-Risk,Occasional,207,3,605.8199999999999,0.6666666666666666,0.9501666666666667
179,Occasional,0,Low-Engagement / Occasional,Occasional,61,3,685.55,1.0,0.9259666666666666
180,SMB,3,Steady Mid-Value,SMB,130,19,3853.78,0.9473684210526315,0.9657684210526315
181,Occasional,2,Price-Sensitive / At-Risk,Occasional,723,3,428.73,0.6666666666666666,0.9780333333333333
182,Occasional,0,Low-Engagement / Occasional,Occasional,7,6,740.61,1.0,0.9381333333333334
183,SMB,3,Steady Mid-Value,SMB,13,13,2057.1,0.9230769230769231,0.9897461538461538
184,Mid-Market,1,High-Value Core,Mid-Market,49,39,7119.32,0.8974358974358975,1.0057179487179486
185,SMB,3,Steady Mid-Value,SMB,55,5,1317.51,0.8,1.01226
186,SMB,3,Steady Mid-Value,SMB,425,27,3036.34,0.8888888888888888,0.9761777777777778
187,Mid-Market,1,High-Value Core,Mid-Market,8,79,12218.92,0.9367088607594937,0.9724303797468354
188,Mid-Market,1,High-Value Core,Mid-Market,10,27,5029.9,1.0,0.9787851851851852
189,SMB,3,Steady Mid-Value,SMB,23,16,3050.46,0.875,0.978075
190,Mid-Market,3,Steady Mid-Value,SMB,6,8,1355.11,1.0,0.9496625
191,Occasional,2,Price-Sensitive / At-Risk,Occasional,357,4,236.52,0.75,0.945125
192,Mid-Market,1,High-Value Core,Mid-Market,19,56,11232.05,0.9285714285714286,0.9842892857142856
193,Mid-Market,3,Steady Mid-Value,SMB,47,39,6305.57,0.9743589743589743,0.9705538461538461
194,Occasional,0,Low-Engagement / Occasional,Occasional,119,11,1828.86,1.0,0.9559545454545454
195,Mid-Market,1,High-Value Core,Mid-Market,8,26,6374.16,0.9230769230769231,1.0130884615384614
196,Mid-Market,1,High-Value Core,Mid-Market,93,56,12170.73,0.8928571428571429,0.9729946428571428
197,SMB,3,Steady Mid-Value,SMB,20,9,2033.28,0.8888888888888888,0.9417333333333333
198,Occasional,2,Price-Sensitive / At-Risk,Occasional,280,14,1441.31,0.7857142857142857,0.9597214285714285
199,Mid-Market,1,High-Value Core,Mid-Market,24,62,12820.62,0.8548387096774194,0.9946193548387098
200,Mid-Market,3,Steady Mid-Value,SMB,77,7,765.96,0.8571428571428571,1.0144
201,SMB,3,Steady Mid-Value,SMB,11,24,3598.37,0.875,0.9965041666666666
202,Occasional,2,Price-Sensitive / At-Risk,Occasional,90,3,156.88,0.3333333333333333,0.9955999999999999
203,SMB,2,Price-Sensitive / At-Risk,Occasional,19,16,2040.84,0.75,0.9569125
204,Mid-Market,1,High-Value Core,Mid-Market,48,76,13418.13,0.881578947368421,1.0163223684210525
205,Enterprise,1,High-Value Core,Mid-Market,18,13,3162.62,1.0,1.0373692307692308
206,Mid-Market,1,High-Value Core,Mid-Market,28,65,12587.76,0.9384615384615385,1.0002492307692308
207,Mid-Market,2,Price-Sensitive / At-Risk,Occasional,101,5,283.56,0.6,1.0132400000000001
208,SMB,3,Steady Mid-Value,SMB,47,22,2801.41,0.9090909090909091,0.9850000000000001
209,Mid-Market,1,High-Value Core,Mid-Market,55,80,15189.81,0.9,0.9895075
210,SMB,3,Steady Mid-Value,SMB,8,33,6355.2699999999995,0.8787878787878788,0.9688454545454546
211,SMB,2,Price-Sensitive / At-Risk,Occasional,72,6,326.58,0.6666666666666666,0.9871499999999999
212,SMB,3,Steady Mid-Value,SMB,139,30,4287.83,0.9,0.95406
213,Mid-Market,1,High-Value Core,Mid-Market,15,47,8873.84,0.9148936170212766,1.014695744680851
214,SMB,3,Steady Mid-Value,SMB,95,10,1613.73,0.9,0.96398
215,SMB,0,Low-Engagement / Occasional,Occasional,146,13,1127.8600000000001,1.0,1.0051692307692308
216,SMB,2,Price-Sensitive / At-Risk,Occasional,68,11,1127.45,0.8181818181818182,0.9776818181818182
217,Mid-Market,1,High-Value Core,Mid-Market,27,31,7472.8,0.967741935483871,0.9826612903225806
218,Mid-Market,1,High-Value Core,Mid-Market,23,69,10007.87,0.9130434782608695,0.9988840579710145
219,Occasional,0,Low-Engagement / Occasional,Occasional,546,7,2142.17,1.0,0.9254
220,Mid-Market,1,High-Value Core,Mid-Market,17,28,4908.35,0.8928571428571429,1.0011607142857142
221,Mid-Market,1,High-Value Core,Mid-Market,6,75,17065.87,0.92,1.0091746666666668
222,SMB,2,Price-Sensitive / At-Risk,Occasional,70,14,1528.32,0.7142857142857143,0.9839785714285715
223,SMB,3,Steady Mid-Value,SMB,41,33,5389.63,0.9696969696969697,0.9762060606060605
224,Occasional,0,Low-Engagement / Occasional,Occasional,111,9,1689.97,0.8888888888888888,0.9452444444444446
225,Mid-Market,1,High-Value Core,Mid-Market,31,33,6037.8,0.9393939393939394,0.9938787878787879
226,Occasional,2,Price-Sensitive / At-Risk,Occasional,381,6,1076.7,0.6666666666666666,0.9794333333333333
227,Enterprise,1,High-Value Core,Mid-Market,15,46,8419.37,0.9782608695652174,1.0610195652173913
228,SMB,3,Steady Mid-Value,SMB,48,12,2015.38,0.9166666666666666,1.0046666666666668
229,SMB,3,Steady Mid-Value,SMB,98,44,9974.71,0.9090909090909091,0.9966136363636363
230,Mid-Market,3,Steady Mid-Value,SMB,74,19,2492.67,0.8947368421052632,0.9735368421052631
231,Mid-Market,1,High-Value Core,Mid-Market,61,64,13700.34,0.953125,0.9987546875
232,Mid-Market,1,High-Value Core,Mid-Market,36,60,10559.46,0.9666666666666667,0.9834883333333333
233,Occasional,0,Low-Engagement / Occasional,Occasional,10,1,129.56,1.0,0.8798
234,SMB,3,Steady Mid-Value,SMB,47,31,6212.2300000000005,0.9354838709677419,0.9633548387096774
235,Occasional,2,Price-Sensitive / At-Risk,Occasional,361,8,790.14,0.75,0.9392
236,SMB,3,Steady Mid-Value,SMB,50,30,3420.16,0.9333333333333333,0.9867100000000001
237,SMB,2,Price-Sensitive / At-Risk,Occasional,134,13,2372.79,0.7692307692307693,0.9196153846153846
238,SMB,3,Steady Mid-Value,SMB,29,31,3816.25,0.8387096774193549,0.9572612903225807
239,Enterprise,1,High-Value Core,Mid-Market,9,115,27142.77,0.9391304347826087,1.0408408695652174
240,Mid-Market,1,High-Value Core,Mid-Market,47,71,14480.85,0.971830985915493,0.9612929577464789
241,SMB,3,Steady Mid-Value,SMB,65,27,5275.06,0.9259259259259259,0.9751222222222222
242,SMB,3,Steady Mid-Value,SMB,132,11,1668.3799999999999,0.9090909090909091,1.005190909090909
243,Mid-Market,1,High-Value Core,Mid-Market,59,40,5923.13,0.875,0.9845200000000001
244,SMB,3,Steady Mid-Value,SMB,210,30,4017.89,0.8666666666666667,0.9945966666666667
245,SMB,3,Steady Mid-Value,SMB,17,7,1311.75,1.0,0.9350571428571428
246,Occasional,2,Price-Sensitive / At-Risk,Occasional,113,10,1669.0800000000002,0.8,0.97972
247,SMB,2,Price-Sensitive / At-Risk,Occasional,58,5,188.48999999999998,0.8,0.9325800000000001
248,Mid-Market,1,High-Value Core,Mid-Market,40,9,2210.71,1.0,0.9905333333333333
249,Mid-Market,1,High-Value Core,Mid-Market,15,81,16498.55,0.9135802469135802,0.9770617283950617
250,Mid-Market,1,High-Value Core,Mid-Market,9,48,7279.2300000000005,0.8958333333333334,0.98215
251,SMB,3,Steady Mid-Value,SMB,15,22,3598.94,1.0,0.9715909090909091
252,Occasional,2,Price-Sensitive / At-Risk,Occasional,203,8,748.94,0.75,0.958475
253,SMB,3,Steady Mid-Value,SMB,22,40,5259.34,0.925,0.9727375
254,Mid-Market,1,High-Value Core,Mid-Market,21,42,6496.55,0.8809523809523809,0.9978642857142856
255,Mid-Market,1,High-Value Core,Mid-Market,1,49,10578.18,0.9387755102040817,0.9715877551020408
256,SMB,3,Steady Mid-Value,SMB,220,31,4588.71,0.9032258064516129,0.9699064516129032
257,SMB,3,Steady Mid-Value,SMB,27,34,7266.51,0.8823529411764706,0.9692735294117647
258,Mid-Market,1,High-Value Core,Mid-Market,10,69,12260.49,0.8695652173913043,0.9758463768115941
259,Enterprise,1,High-Value Core,Mid-Market,2,23,6212.38,1.0,1.0345217391304349
260,SMB,3,Steady Mid-Value,SMB,15,17,2677.59,0.8823529411764706,0.972735294117647
261,Mid-Market,1,High-Value Core,Mid-Market,24,54,8993.2,0.9814814814814815,0.9728425925925925
262,SMB,3,Steady Mid-Value,SMB,69,30,4156.8,0.8333333333333334,0.9657333333333333
263,Mid-Market,1,High-Value Core,Mid-Market,93,62,12108.73,0.9516129032258065,1.003332258064516
264,Mid-Market,1,High-Value Core,Mid-Market,37,57,11723.29,0.9473684210526315,1.0040719298245615
265,Occasional,0,Low-Engagement / Occasional,Occasional,220,4,275.65999999999997,1.0,0.9117999999999999
266,Mid-Market,1,High-Value Core,Mid-Market,81,76,12724.18,0.8552631578947368,0.9931118421052632
267,Mid-Market,1,High-Value Core,Mid-Market,81,64,15519.19,0.96875,0.9867078125
268,Mid-Market,1,High-Value Core,Mid-Market,50,29,5099.85,0.9310344827586207,0.9919275862068965
269,Mid-Market,1,High-Value Core,Mid-Market,13,37,5566.08,0.8648648648648649,0.9910378378378378
270,Enterprise,1,High-Value Core,Mid-Market,13,144,34677.840000000004,0.9305555555555556,1.0385159722222221
271,Enterprise,1,High-Value Core,Mid-Market,38,79,12595.43,0.9240506329113924,1.0507367088607595
272,Mid-Market,3,Steady Mid-Value,SMB,93,18,4727.96,1.0,0.9710666666666666
273,Enterprise,1,High-Value Core,Mid-Market,55,89,18210.58,0.9101123595505618,1.0666752808988764
274,SMB,3,Steady Mid-Value,SMB,168,31,4654.74,0.8709677419354839,0.9542258064516129
275,SMB,3,Steady Mid-Value,SMB,92,16,2687.4,1.0,0.9784875
276,Mid-Market,3,Steady Mid-Value,SMB,113,39,5159.53,0.8974358974358975,0.983474358974359
277,Mid-Market,1,High-Value Core,Mid-Market,22,14,2622.5099999999998,0.7857142857142857,0.9987285714285713
278,SMB,3,Steady Mid-Value,SMB,8,38,10470.25,0.9473684210526315,0.9679026315789473
279,Occasional,0,Low-Engagement / Occasional,Occasional,423,14,2590.57,0.9285714285714286,0.9500285714285714
280,Occasional,0,Low-Engagement / Occasional,Occasional,69,12,2866.0,1.0,0.9784166666666666
