customer_id,segment,arm,day,price_ratio,quoted_price,accepted,revenue
292,Enterprise,treatment,55,1.2162940762172152,94.20926290115408,1,94.20926290115408
292,Enterprise,treatment,84,1.139459540292983,167.55080449758785,1,167.55080449758785
782,Occasional,treatment,59,1.0309191579662422,161.65249118093453,1,161.65249118093453
2145,Mid-Market,control,74,0.9649012260039779,85.0714289650279,1,85.0714289650279
2145,Mid-Market,control,55,0.9844975470402783,123.08538564556282,1,123.08538564556282
2145,Mid-Market,control,28,1.0207196227719781,66.09113852836889,1,66.09113852836889
2145,Mid-Market,control,35,0.9335006531824989,70.50220689095642,1,70.50220689095642
323,Mid-Market,control,19,0.9505540312900579,98.21017593890366,1,98.21017593890366
323,Mid-Market,control,35,0.9744825963459971,100.0788387296364,1,100.0788387296364
323,Mid-Market,control,53,0.949724008010721,85.30160500231852,1,85.30160500231852
299,SMB,treatment,72,1.0872282008433274,111.53373713872405,1,111.53373713872405
1299,SMB,control,3,0.9820618348292898,818.6742480514773,1,818.6742480514773
195,Mid-Market,treatment,60,1.1391221576430814,154.77926118556053,1,154.77926118556053
195,Mid-Market,treatment,49,1.0641882209959026,25.70690793886541,1,25.70690793886541
64,SMB,control,2,0.9626198141584607,331.0303910617302,1,331.0303910617302
394,SMB,treatment,64,1.1045585720305946,117.74778151261087,1,117.74778151261087
728,Enterprise,treatment,68,1.1651843941440798,116.28493312055069,1,116.28493312055069
728,Enterprise,treatment,52,1.15861081642716,190.37305008106637,1,190.37305008106637
728,Enterprise,treatment,76,1.158030243430954,395.811720120761,1,395.811720120761
728,Enterprise,treatment,31,1.1816897077199036,105.49143942146999,1,105.49143942146999
1584,Mid-Market,control,21,0.9970732506825596,122.64084479497838,1,122.64084479497838
1584,Mid-Market,control,73,0.9573411433550537,1598.4234173990014,1,1598.4234173990014
1548,SMB,treatment,63,1.0766830259043143,139.2272157849961,1,139.2272157849961
2426,SMB,control,69,0.9679493591855025,32.09237732624597,1,32.09237732624597
15,SMB,control,32,0.9592831066476947,76.20941249832538,1,76.20941249832538
2568,Mid-Market,control,37,1.0597937308069294,11.325788782033575,1,11.325788782033575
2568,Mid-Market,control,16,0.9613824812807644,55.81186681361255,1,55.81186681361255
1601,Occasional,treatment,63,1.0999300377512562,136.86978167185538,0,0.0
1091,Mid-Market,control,24,0.9229534668277549,695.8093171074566,1,695.8093171074566
1091,Mid-Market,control,49,0.9845758682497436,390.0478469192718,1,390.0478469192718
2112,SMB,treatment,54,1.0145132494881928,42.70280969990325,1,42.70280969990325
2112,SMB,treatment,89,1.1040477712046224,223.579175244267,1,223.579175244267
2112,SMB,treatment,43,1.0895823193816085,329.35980048077874,1,329.35980048077874
204,Mid-Market,treatment,16,1.0939975303341265,332.79348214218675,1,332.79348214218675
204,Mid-Market,treatment,14,1.1287005218499642,56.74440675232838,1,56.74440675232838
204,Mid-Market,treatment,63,1.13283732087643,49.45302073161026,1,49.45302073161026
2419,Enterprise,treatment,33,1.1741946058341615,378.84591773941145,1,378.84591773941145
2419,Enterprise,treatment,39,1.1786734481093704,40.04291480755979,1,40.04291480755979
2419,Enterprise,treatment,9,1.2118088741670916,293.1867414796952,1,293.1867414796952
2419,Enterprise,treatment,54,1.2102452699657191,78.99412664506832,1,78.99412664506832
2419,Enterprise,treatment,68,1.2135331083579417,87.70017928152318,1,87.70017928152318
153,Mid-Market,control,17,0.9217214438983327,671.7843205608821,1,671.7843205608821
153,Mid-Market,control,64,0.9703290362409215,192.0562655627187,1,192.0562655627187
2902,Occasional,treatment,63,1.0778034814934638,89.9944657294054,1,89.9944657294054
1360,Mid-Market,control,49,0.9721590488718694,111.48484785078753,1,111.48484785078753
1360,Mid-Market,control,77,1.001614182027291,45.30317819575916,1,45.30317819575916
1360,Mid-Market,control,51,1.0222175055636513,461.5258706165613,1,461.5258706165613
1360,Mid-Market,control,7,1.0043534201314133,30.680281651156168,1,30.680281651156168
773,SMB,control,71,0.9360422978401325,102.61426560918513,1,102.61426560918513
2679,SMB,control,26,0.9708912777586254,90.2017331035851,1,90.2017331035851
1002,SMB,treatment,21,1.1148883124351612,89.67044523626274,1,89.67044523626274
719,SMB,control,40,0.9914505719730319,180.55324357188496,1,180.55324357188496
613,Occasional,control,48,0.9793959759055432,267.1371520058508,1,267.1371520058508
843,SMB,control,53,0.9834129781519706,27.757326900148094,1,27.757326900148094
267,Mid-Market,treatment,87,1.1308917369649298,376.57225389188693,1,376.57225389188693
267,Mid-Market,treatment,6,1.1648687047851138,215.59758758495477,1,215.59758758495477
52,Enterprise,treatment,44,1.1961868066689336,77.35030824583522,1,77.35030824583522
1196,Mid-Market,treatment,67,1.1488293891633785,498.75033573364317,1,498.75033573364317
1196,Mid-Market,treatment,40,1.1427045178565138,48.237001140147655,1,48.237001140147655
1196,Mid-Market,treatment,58,1.1197815686681105,400.09117816285914,1,400.09117816285914
1196,Mid-Market,treatment,1,1.078720097414647,44.18592795897849,1,44.18592795897849
1196,Mid-Market,treatment,34,1.1306585478086506,108.30579384145416,1,108.30579384145416
1271,Occasional,control,30,0.9258484395873458,178.91649483775765,1,178.91649483775765
1492,SMB,treatment,50,1.0675622922780938,158.61033468513773,1,158.61033468513773
1583,Mid-Market,treatment,36,1.1138271248999312,210.19544994110123,1,210.19544994110123
1583,Mid-Market,treatment,58,1.1155460929491783,128.32398378813497,1,128.32398378813497
1583,Mid-Market,treatment,85,1.1573000485995042,382.16437988765875,1,382.16437988765875
1583,Mid-Market,treatment,69,1.1230043315926086,217.06774027256253,0,0.0
522,Mid-Market,control,76,0.9795095348497344,82.31814549581814,1,82.31814549581814
522,Mid-Market,control,84,0.986097028522582,162.20442954642078,1,162.20442954642078
522,Mid-Market,control,27,0.987174147282591,28.88017449676872,1,28.88017449676872
1695,SMB,control,7,0.9468099482861538,242.41272454489805,1,242.41272454489805
2664,Mid-Market,treatment,72,1.1501396023120247,161.63506598667644,1,161.63506598667644
2749,SMB,treatment,69,1.067900879153041,39.846286617447625,0,0.0
1922,Mid-Market,treatment,38,1.1139343859200677,97.42246589552173,1,97.42246589552173
1922,Mid-Market,treatment,44,1.1345992541331065,192.53001030482065,1,192.53001030482065
103,Mid-Market,treatment,35,1.1311233163482561,256.7217694674567,0,0.0
103,Mid-Market,treatment,38,1.093853560125144,148.15380818028106,1,148.15380818028106
103,Mid-Market,treatment,52,1.0844750918976116,59.6425784183821,1,59.6425784183821
696,SMB,control,17,0.9836876646886247,60.00702736431892,1,60.00702736431892
2333,SMB,treatment,60,1.0635218318773398,50.194830900175035,0,0.0
2725,Mid-Market,control,52,0.9612413346071925,67.56154472977643,1,67.56154472977643
2725,Mid-Market,control,53,1.0074867982824955,66.92632986482457,1,66.92632986482457
2725,Mid-Market,control,65,0.9883958362733564,322.5142794061325,1,322.5142794061325
2725,Mid-Market,control,25,1.0008058616867657,65.82806225830699,1,65.82806225830699
2273,SMB,treatment,63,1.0870198422790882,84.73107147361374,1,84.73107147361374
2483,Mid-Market,control,25,0.9629963395552004,79.49320931018715,1,79.49320931018715
2483,Mid-Market,control,80,0.986728275454391,74.85890638754783,1,74.85890638754783
1843,Mid-Market,control,51,1.0088386086617993,578.9218918039015,1,578.9218918039015
1831,SMB,control,55,0.9178960981593365,301.6160719825752,1,301.6160719825752
1831,SMB,control,21,0.9492774453001985,137.19661340024615,1,137.19661340024615
795,Enterprise,treatment,14,1.1999078435372053,66.2879751768697,0,0.0
795,Enterprise,treatment,24,1.2408716425392774,969.7819645400859,1,969.7819645400859
795,Enterprise,treatment,61,1.0908902056377374,26.71046561057358,1,26.71046561057358
1821,Occasional,control,11,0.9623282160241802,555.1600408734189,1,555.1600408734189
2002,SMB,treatment,48,1.132457035433326,277.0304294660925,1,277.0304294660925
145,SMB,control,42,0.8755855036527539,119.27496294304188,1,119.27496294304188
2526,Mid-Market,treatment,51,1.1593519528574514,122.45716760897051,1,122.45716760897051
1331,SMB,control,15,0.9311753001714228,62.546693913586466,1,62.546693913586466
2478,Mid-Market,control,54,0.9752936570663939,82.49896102750877,1,82.49896102750877
2478,Mid-Market,control,22,0.9727515412648773,359.5904500263526,1,359.5904500263526
2478,Mid-Market,control,29,0.9757619759108478,80.41742428269049,1,80.41742428269049
2882,Mid-Market,treatment,44,1.138460332835972,42.40837215899924,1,42.40837215899924
2882,Mid-Market,treatment,41,1.1016070559388171,221.9858651909869,1,221.9858651909869
2882,Mid-Market,treatment,89,1.1268104483716475,466.3590678189111,0,0.0
2882,Mid-Market,treatment,59,1.1291927995884403,204.48591433072627,1,204.48591433072627
322,SMB,treatment,89,1.083062798887364,367.4921467609273,0,0.0
1262,Mid-Market,treatment,30,1.136272684253353,81.93540535814836,1,81.93540535814836
1262,Mid-Market,treatment,44,1.1254288055763213,59.84171230385059,1,59.84171230385059
1262,Mid-Market,treatment,39,1.1530278078871619,70.56092969655231,1,70.56092969655231
2415,SMB,treatment,15,1.0742551569085577,331.106896290143,1,331.106896290143
1270,SMB,treatment,70,1.0898658115571112,230.25875463351306,1,230.25875463351306
1761,Mid-Market,treatment,29,1.1040533204625425,42.99360177565129,1,42.99360177565129
417,Mid-Market,treatment,77,1.1429802152405053,86.78219740352002,1,86.78219740352002
417,Mid-Market,treatment,15,1.1280387435667398,175.9865791715277,1,175.9865791715277
417,Mid-Market,treatment,21,1.142424117811884,125.63641318229925,1,125.63641318229925
2632,SMB,control,77,1.0135585306261723,350.3096308876038,0,0.0
2292,SMB,control,21,0.9918919561304295,182.96527398967865,1,182.96527398967865
175,Mid-Market,control,86,0.9892895234973267,56.06828921563297,1,56.06828921563297
175,Mid-Market,control,30,0.9697053162905949,314.3068374440305,1,314.3068374440305
175,Mid-Market,control,24,0.9498498992077729,151.3310277406624,1,151.3310277406624
1726,Enterprise,control,63,1.0540081681684392,346.46106689010406,1,346.46106689010406
1726,Enterprise,control,63,1.0219423758977477,63.04343668355543,1,63.04343668355543
1726,Enterprise,control,5,1.0732532253554348,178.05111396205635,1,178.05111396205635
1726,Enterprise,control,56,1.0629771684162457,111.87322069827094,1,111.87322069827094
2176,SMB,treatment,61,1.0834482761393367,89.56049180754418,1,89.56049180754418
46,SMB,treatment,8,1.069404837387747,84.01596694830037,1,84.01596694830037
686,Mid-Market,treatment,41,1.1161449551322453,77.76991213856712,1,77.76991213856712
686,Mid-Market,treatment,44,1.0860951660138563,242.52317910048657,1,242.52317910048657
686,Mid-Market,treatment,12,1.1042180465035722,189.44523949694394,1,189.44523949694394
1608,Mid-Market,control,14,1.0089549491362482,79.06535680743227,1,79.06535680743227
1232,SMB,control,84,1.0102424807719304,31.436527844721535,1,31.436527844721535
863,SMB,control,10,0.8929188272321197,489.0494508953253,1,489.0494508953253
1966,Enterprise,control,4,1.039731842228014,118.6770597102693,1,118.6770597102693
1966,Enterprise,control,59,1.060978932443197,190.06478591420773,1,190.06478591420773
1966,Enterprise,control,13,1.0509452988843218,549.4693567146214,1,549.4693567146214
1966,Enterprise,control,43,1.0598172024561694,198.66909113750182,1,198.66909113750182
1966,Enterprise,control,53,1.0533450763344354,180.874813645276,1,180.874813645276
1966,Enterprise,control,51,1.0166170213072638,40.44365984532762,1,40.44365984532762
332,Mid-Market,control,55,1.0014243622667085,67.73021786179666,1,67.73021786179666
332,Mid-Market,control,71,0.9734564774627411,183.70463113348166,1,183.70463113348166
332,Mid-Market,control,33,0.9773119111943873,187.34945981386429,1,187.34945981386429
94,Mid-Market,control,86,0.9952623066281012,170.9875027447798,1,170.9875027447798
1642,Mid-Market,treatment,47,1.1196929808931009,510.98840281420905,1,510.98840281420905
1642,Mid-Market,treatment,10,1.1456225435013225,102.23002752598693,1,102.23002752598693
1642,Mid-Market,treatment,44,1.1246351842465245,104.41352973816198,1,104.41352973816198
1642,Mid-Market,treatment,17,1.1434893279044576,541.1830743555272,1,541.1830743555272
2987,Enterprise,treatment,39,1.1913981861039036,347.50241202892835,1,347.50241202892835
2987,Enterprise,treatment,72,1.1504620566742363,29.838182867649827,1,29.838182867649827
507,Mid-Market,treatment,82,1.1435848286404509,219.0824422197603,0,0.0
507,Mid-Market,treatment,50,1.1063661431756755,207.61646536877575,1,207.61646536877575
2910,SMB,control,53,0.9813388667501055,56.939323729557756,1,56.939323729557756
2046,Enterprise,treatment,51,1.1482319883370424,800.9934107050304,0,0.0
2046,Enterprise,treatment,55,1.2023328294331068,122.854660981025,1,122.854660981025
2046,Enterprise,treatment,17,1.1760115224338779,359.469382771015,1,359.469382771015
2046,Enterprise,treatment,0,1.1883093679143653,1081.2333726254371,1,1081.2333726254371
2046,Enterprise,treatment,34,1.1952551093329042,261.23938947382965,1,261.23938947382965
496,SMB,treatment,6,1.0962790545874015,106.31654182167065,1,106.31654182167065
496,SMB,treatment,1,1.0229819359642964,79.71496503544265,1,79.71496503544265
2133,Occasional,treatment,65,1.1069805467211469,204.76606150639378,0,0.0
1,SMB,treatment,50,1.0954585108133523,301.2859791558217,1,301.2859791558217
315,Mid-Market,control,27,0.931163768291351,28.086948040127307,1,28.086948040127307
315,Mid-Market,control,77,0.9940024066296005,130.17305564019995,1,130.17305564019995
315,Mid-Market,control,2,0.994916036215616,104.49190129940187,1,104.49190129940187
1273,Mid-Market,treatment,81,1.0571095223234894,295.7485648836912,1,295.7485648836912
1273,Mid-Market,treatment,80,1.1386683302938356,1072.3167939697682,1,1072.3167939697682
1273,Mid-Market,treatment,68,1.0878754199365566,114.81037754497898,1,114.81037754497898
1942,SMB,treatment,38,1.055284722349859,267.51533056849115,1,267.51533056849115
2968,Mid-Market,treatment,6,1.1285821502365951,34.3839739859745,1,34.3839739859745
1317,SMB,treatment,66,1.0356214098025174,53.040969442678055,1,53.040969442678055
1317,SMB,treatment,68,1.1286772559963656,19.770914860398705,1,19.770914860398705
1317,SMB,treatment,20,1.0692645874018032,388.24187092051295,1,388.24187092051295
756,Mid-Market,treatment,70,1.1480230642396458,368.81480918258626,0,0.0
756,Mid-Market,treatment,62,1.1152187552852597,102.48956033560525,1,102.48956033560525
756,Mid-Market,treatment,34,1.1637699337235092,62.75339100489383,1,62.75339100489383
1771,SMB,treatment,33,1.0541805421445165,494.28180549655116,1,494.28180549655116
1771,SMB,treatment,6,1.1122515003568971,72.81560291890577,1,72.81560291890577
1771,SMB,treatment,1,1.0548853464842265,160.19159645686068,1,160.19159645686068
1201,SMB,control,54,0.9164365965908038,126.19512723585174,1,126.19512723585174
2175,Mid-Market,treatment,54,1.127600430982567,60.659092455208985,0,0.0
1992,SMB,treatment,47,1.1060759053357292,20.175446766626074,1,20.175446766626074
880,SMB,treatment,79,1.1062854399630386,33.429420768596934,1,33.429420768596934
766,Enterprise,control,53,0.989347714447713,178.32546201049473,1,178.32546201049473
766,Enterprise,control,30,1.0506608652674276,352.9080874479127,1,352.9080874479127
766,Enterprise,control,35,1.069909142872784,172.19277408386503,1,172.19277408386503
928,Occasional,treatment,10,1.0853037692763787,184.86785987358,1,184.86785987358
2378,SMB,treatment,6,1.0806854857643369,120.25513139695204,1,120.25513139695204
1375,Occasional,control,25,0.8948989563115167,110.37202341793247,1,110.37202341793247
1815,SMB,control,13,0.9761814367037662,468.67753767400325,1,468.67753767400325
1799,SMB,control,79,1.0024680639980172,72.43267306729203,1,72.43267306729203
930,SMB,control,83,0.9953125621681224,104.63677344626585,1,104.63677344626585
930,SMB,control,28,0.9911307676280013,85.43706748926395,1,85.43706748926395
930,SMB,control,69,1.0059116614609915,258.2249644842179,1,258.2249644842179
437,Mid-Market,treatment,62,1.0968755613605345,225.73392061092426,1,225.73392061092426
197,SMB,treatment,69,1.0540270349939518,157.7079463172216,1,157.7079463172216
1763,Mid-Market,treatment,53,1.1392707064722658,120.53266819417391,0,0.0
1065,Mid-Market,control,80,0.9966138071991363,146.19106707529414,1,146.19106707529414
2343,SMB,control,65,0.9925579991634147,235.5067819245543,1,235.5067819245543
2529,SMB,treatment,14,1.0700641087647587,69.95742050769526,1,69.95742050769526
2529,SMB,treatment,37,1.0501468485716867,47.37524667225647,1,47.37524667225647
1269,SMB,treatment,66,1.0810033294644008,273.5634237196095,1,273.5634237196095
1269,SMB,treatment,10,1.0788104276884818,126.1474334098482,1,126.1474334098482
2324,Mid-Market,control,82,1.0182637945585777,292.76936212631637,1,292.76936212631637
2324,Mid-Market,control,12,1.0238062774471952,151.32519570777788,1,151.32519570777788
2780,Mid-Market,treatment,45,1.0769326772500856,108.42323253076661,1,108.42323253076661
2780,Mid-Market,treatment,20,1.122234538723111,79.54364384618803,1,79.54364384618803
2226,Mid-Market,control,87,1.0164645370908532,179.68763192712495,1,179.68763192712495
451,Enterprise,control,2,1.0109696197712654,269.38835607347,1,269.38835607347
451,Enterprise,control,42,1.0800443727033355,59.11417715837143,1,59.11417715837143
451,Enterprise,control,62,0.9989180577252063,89.73859535633544,1,89.73859535633544
2165,Occasional,control,21,0.9690638344431162,370.78868545501143,1,370.78868545501143
2373,Mid-Market,treatment,60,1.1416494869544036,64.7391753171932,1,64.7391753171932
2013,Mid-Market,control,71,0.9240767074169959,489.7635757152534,1,489.7635757152534
271,Enterprise,treatment,57,1.1702614333364767,107.0213308425661,1,107.0213308425661
271,Enterprise,treatment,16,1.1736078889213357,27.918532945259418,1,27.918532945259418
271,Enterprise,treatment,71,1.177279228327291,148.76095443077844,1,148.76095443077844
271,Enterprise,treatment,59,1.1969602344261399,109.94371664186811,1,109.94371664186811
271,Enterprise,treatment,13,1.2144512093249624,99.85865972653863,1,99.85865972653863
1841,Enterprise,control,85,1.0641613073169618,130.6491609341559,1,130.6491609341559
1841,Enterprise,control,21,1.061086263593209,164.41461626501766,1,164.41461626501766
1841,Enterprise,control,8,1.0129569311726259,122.83007099067116,1,122.83007099067116
2935,SMB,control,80,0.9423928603545125,48.008739571451954,0,0.0
979,SMB,control,14,1.0070004279811955,244.46069556566152,1,244.46069556566152
2167,Occasional,control,48,0.9515682856008745,57.66320355399557,1,57.66320355399557
355,SMB,treatment,7,1.0585829472862025,291.4160513769029,1,291.4160513769029
355,SMB,treatment,51,1.074846587911803,42.977130183510326,1,42.977130183510326
1877,Mid-Market,control,84,1.0155367076980777,473.77109486071265,1,473.77109486071265
1877,Mid-Market,control,46,1.0418508930228572,122.33098103353359,1,122.33098103353359
1877,Mid-Market,control,51,0.9846521611387341,120.71390839346985,1,120.71390839346985
185,SMB,treatment,71,1.10925468546259,295.88979297083,1,295.88979297083
185,SMB,treatment,88,1.008006721747422,266.9812138906221,1,266.9812138906221
185,SMB,treatment,70,1.045711066846163,23.958038484975184,1,23.958038484975184
2745,Mid-Market,control,49,0.9415967708516269,78.01247491309566,0,0.0
2745,Mid-Market,control,56,1.0166982967065366,18.457880044091205,1,18.457880044091205
2745,Mid-Market,control,23,0.9769622618630971,33.952262893290936,1,33.952262893290936
1615,Occasional,treatment,9,1.0372186010873474,636.991935100504,0,0.0
2760,SMB,treatment,34,1.0407893180012397,187.09156594930155,1,187.09156594930155
1707,Mid-Market,treatment,54,1.1032950721137615,556.5767723555831,1,556.5767723555831
1862,Occasional,treatment,45,1.094077811787049,553.0090510142281,1,553.0090510142281
1862,Occasional,treatment,68,1.0761991516814826,155.6746401464762,1,155.6746401464762
247,SMB,control,23,0.971496457030433,60.174070684823484,1,60.174070684823484
247,SMB,control,86,0.9924864568316796,53.72607402628895,1,53.72607402628895
247,SMB,control,86,0.9931652410464057,63.79588983384567,1,63.79588983384567
556,Mid-Market,control,89,0.9694690868887799,87.4646561676387,1,87.4646561676387
556,Mid-Market,control,8,0.9456750346842516,97.68729772401645,1,97.68729772401645
556,Mid-Market,control,72,0.9663907025910747,109.9969005925577,1,109.9969005925577
556,Mid-Market,control,66,0.9955941634100806,155.13522794479024,1,155.13522794479024
1753,Occasional,treatment,71,1.0396854235408428,209.7560065261204,0,0.0
1365,SMB,treatment,25,1.0430705416107653,60.07372377566429,1,60.07372377566429
68,Mid-Market,treatment,3,1.1096040288254623,70.71638833961298,0,0.0
2619,SMB,treatment,30,1.0644645122005152,80.4722525260539,1,80.4722525260539
2619,SMB,treatment,53,0.9995957666644337,887.8949683264478,1,887.8949683264478
2285,Mid-Market,control,38,0.9881821897275717,76.5624355170461,1,76.5624355170461
2285,Mid-Market,control,35,0.9671532577074854,154.77268023912416,1,154.77268023912416
533,Mid-Market,treatment,54,1.1055074880422506,1440.858233757624,0,0.0
533,Mid-Market,treatment,21,1.0899634879988394,254.49171214878712,1,254.49171214878712
533,Mid-Market,treatment,47,1.082542932145988,103.90541714758899,1,103.90541714758899
2874,Mid-Market,treatment,2,1.139358737000071,61.5437612124895,1,61.5437612124895
2874,Mid-Market,treatment,45,1.1617651802064024,173.64499973049456,1,173.64499973049456
2874,Mid-Market,treatment,63,1.17179414187767,245.03211510696934,0,0.0
2874,Mid-Market,treatment,34,1.124907356495091,50.34677646053004,1,50.34677646053004
2706,SMB,control,60,0.9580697313840114,151.7846037829691,1,151.7846037829691
2706,SMB,control,11,0.9865211013212352,189.6548430189365,1,189.6548430189365
1503,Mid-Market,control,56,0.9660299803224985,198.98484268658123,1,198.98484268658123
1503,Mid-Market,control,20,0.9432034318833863,388.2514423114096,1,388.2514423114096
762,Mid-Market,control,0,0.9282637038250043,44.060966350891285,1,44.060966350891285
762,Mid-Market,control,64,1.0199912128891286,320.7120473566164,1,320.7120473566164
2753,Occasional,control,24,0.9399350414104587,65.02403867618033,0,0.0
1212,SMB,control,42,0.9923674760101564,70.18128150866498,1,70.18128150866498
1212,SMB,control,81,0.9811978553759174,95.07365225127892,1,95.07365225127892
1212,SMB,control,32,0.9550541193956271,178.3303712080537,1,178.3303712080537
2244,Mid-Market,treatment,57,1.098865275237921,346.56269537769924,1,346.56269537769924
1794,SMB,control,62,1.00795355032087,78.10085849106247,1,78.10085849106247
536,Mid-Market,treatment,39,1.057543715954454,85.6404444370053,0,0.0
536,Mid-Market,treatment,85,1.095728269879247,106.82233765408752,1,106.82233765408752
536,Mid-Market,treatment,31,1.1952879993216148,166.69679106159793,1,166.69679106159793
1747,SMB,treatment,50,1.0985505686601105,102.2490105507599,1,102.2490105507599
1747,SMB,treatment,10,1.0582682735972493,113.42022065980379,1,113.42022065980379
464,Mid-Market,treatment,77,1.1227480542071402,288.95261096779194,1,288.95261096779194
464,Mid-Market,treatment,19,1.1467066903186178,92.65415158639578,0,0.0
464,Mid-Market,treatment,15,1.1465097429247362,52.40248663724483,0,0.0
464,Mid-Market,treatment,48,1.0774862153737748,26.96434109907595,1,26.96434109907595
2678,SMB,control,56,0.9372537872273148,187.0097452547186,1,187.0097452547186
1840,SMB,control,24,0.9851399869490531,1238.8010398220124,1,1238.8010398220124
1840,SMB,control,27,0.9854893458576864,128.46636294844424,1,128.46636294844424
